63677	69542
63677	86863
63677	94003
63677	150515
63677	191869
1	25959
1	94003
1	155767
1	191869
2	45373
2	84288
2	94003
2	149356
2	191869
3	54510
3	94003
3	95700
3	133622
3	191869
63678	56313
63678	82638
63678	94003
63678	188590
63678	191869
63679	38412
63679	94003
63679	181608
63679	191869
63680	38449
63680	80695
63680	94003
63680	162536
63680	191869
63681	31376
63681	94003
63681	168799
63681	191869
63682	9737
63682	93811
63682	94003
63682	167798
63682	191869
63683	28864
63683	73225
63683	94003
63683	133730
63683	191869
63684	58342
63684	94003
63684	97474
63684	130701
63684	191869
63685	31454
63685	76581
63685	94003
63685	113202
63685	191869
63686	56153
4	48099
4	81596
4	94003
4	155650
4	191869
5	25645
5	94003
5	102706
5	151717
5	191869
6	62366
6	80818
6	94003
6	140287
6	191869
7	47891
7	94003
7	109889
7	149163
7	191869
8	63745
8	94003
8	149176
8	191869
9	68440
9	98939
9	143260
9	190156
10	69831
10	94003
10	110979
10	191869
11	2029
11	94003
11	137963
11	191869
12	3844
12	94003
12	107007
12	180232
12	191869
63686	94003
63686	96408
63686	160641
63686	191869
63687	57719
63687	94003
63687	107123
63687	183787
63687	191869
63688	982
63688	94003
63688	180516
63688	191869
63689	22314
63689	77592
63689	94003
63689	189100
63689	191869
63690	34047
63690	94003
63690	103345
63690	135676
63690	191869
63691	16095
63691	96608
63691	135433
63691	191270
63692	24776
13	40007
13	94003
13	134646
13	191869
14	72346
14	94003
14	160857
14	191869
15	51503
15	75797
15	94003
15	186930
15	191869
16	31336
16	94003
16	104204
16	165809
16	191869
17	69542
17	86863
17	94003
17	150515
17	191869
18	43307
18	94003
18	153937
18	191869
19	56313
19	82638
63692	79244
63692	94003
63692	147067
63692	191869
63693	12608
63693	94003
63693	136029
63693	191869
63694	16445
63694	94003
63694	189969
63694	191869
63695	42511
63695	72706
63695	94003
63695	127655
63695	191869
63696	46338
63696	94003
63696	95679
63696	127940
63696	191869
19	94003
19	115104
19	191869
20	38412
20	94003
20	139367
20	191869
21	38449
21	80695
21	94003
21	162536
21	191869
22	31376
22	94003
22	117406
22	191869
23	13292
23	77936
23	94003
23	155092
23	191869
24	28864
24	73225
24	94003
24	133730
24	191869
63697	60278
63697	94003
63697	117258
63697	191869
63698	72439
63698	85123
63698	94003
63698	173018
63698	191869
25	58342
25	94003
25	97474
25	130701
25	191869
26	2557
26	79794
26	94003
26	148536
26	191869
27	31454
27	76581
27	94003
27	113202
27	191869
28	56153
28	94003
28	179091
28	191869
29	57719
29	94003
29	107123
29	183787
29	191869
63699	54709
63699	94003
63699	119404
63699	191869
63700	71354
63700	94003
63700	145852
63700	191869
63701	37643
63701	78796
63701	94003
63701	169330
63701	191869
63702	32795
63702	93280
63702	94003
63702	117579
63702	191869
30	982
30	94003
30	162311
30	191869
31	22314
31	94003
31	125455
31	191869
32	34047
32	94003
32	103345
32	135676
32	191869
33	16095
33	96608
33	135433
33	191270
34	13257
34	94003
34	119404
34	191869
35	12608
35	94003
35	134723
35	191869
63703	9367
63703	94003
63703	148497
63703	191869
63704	27961
63704	94003
63704	98315
63704	160069
63704	191869
36	16445
36	94003
36	164691
36	191869
37	42511
37	72706
37	94003
37	127655
37	191869
38	566
38	94003
38	136029
38	191869
39	46338
39	94003
39	95679
39	127940
39	191869
63705	23612
63705	94003
63705	114698
63705	191869
63706	11801
63706	92109
63706	94003
63706	155270
63706	191869
40	60278
40	94003
40	168804
40	191869
41	24776
41	79244
41	94003
41	147067
41	191869
42	72439
42	85123
42	94003
42	173018
42	191869
63707	69619
63707	94003
63707	155542
63707	191869
63708	68651
63708	84112
63708	94003
63708	118239
63708	191869
43	71354
43	94003
43	176799
43	191869
44	32795
44	94003
44	174124
44	191869
45	9367
45	94003
45	173055
45	191869
46	54709
46	94003
46	130640
46	191869
47	27961
47	94003
47	98315
47	160069
47	191869
48	37643
48	78796
48	94003
48	169330
48	191869
63709	48581
63709	81017
63709	94003
63709	132691
63709	191869
49	11801
49	92109
49	94003
49	155270
49	191869
63710	34015
63710	94003
63710	98882
63710	186776
63710	191869
63711	41604
63711	94003
63711	134868
63711	191869
63712	71130
63712	94003
63712	181873
63712	191869
50	69619
50	94003
50	122388
50	191869
51	68651
51	84112
51	94003
51	118239
51	191869
63713	67438
63713	94003
63713	172335
63713	191869
63714	66160
63714	94003
63714	180799
63714	191869
63715	46771
63715	94003
63715	116979
63715	191869
52	48581
52	81017
52	94003
52	132691
52	191869
53	34015
53	94003
53	98882
53	186776
53	191869
54	25648
54	94003
54	181873
54	191869
55	41604
55	94003
55	183681
55	191869
56	71130
56	94003
56	116016
56	191869
63716	41348
63716	94003
63716	173845
63716	191869
63717	18853
63717	82336
63717	94003
63717	173247
63717	191869
63718	39741
63718	94003
63718	179849
63718	191869
63719	69216
63719	94003
63719	167713
63719	191869
63720	9516
63720	94003
63720	107674
63720	176552
63720	191869
63721	70986
63721	93339
63721	94003
63721	172639
63721	191869
57	67438
57	94003
57	172335
57	191869
58	66160
58	94003
58	186458
58	191869
59	68483
59	94003
59	145214
59	191869
60	41348
60	94003
60	113283
60	191869
61	18853
61	82336
61	94003
61	173247
61	191869
62	39741
63722	18819
63722	78995
63722	94003
63722	112777
63722	191869
63723	63917
63723	94003
63723	108342
63723	160831
63723	191869
62	94003
62	144513
62	191869
63	65498
63	80651
63	94003
63	117899
63	191869
64	69216
64	94003
64	110562
64	191869
65	9516
65	94003
65	107674
65	176552
65	191869
66	70986
66	94003
66	184902
66	191869
63724	70513
63724	87352
63724	94003
63724	169289
63724	191869
63725	31617
63725	94003
63725	94134
63725	135131
63725	191869
63726	12056
63726	94003
63726	98352
63726	130658
63726	191869
63727	62085
63727	94003
63727	100683
63727	161254
63727	191869
63728	8443
63728	94003
63728	161353
63728	191869
63729	63575
63729	94003
63729	98581
63729	189189
63729	191869
63730	71470
63730	89976
63730	94003
63730	180073
63730	191869
63731	56257
63731	94003
63731	105749
63731	120194
63731	191869
63732	58568
63732	94003
63732	150373
63732	191869
67	63917
67	94003
67	128449
67	191869
68	70513
68	87352
68	94003
68	169289
68	191869
63733	39472
63733	102930
63733	184400
63733	191731
69	18819
69	78995
69	94003
69	112777
69	191869
70	31617
70	94003
70	161195
70	191869
71	12056
71	94003
71	98352
71	130658
71	191869
72	62085
72	94003
72	100683
72	161254
72	191869
73	8443
73	94003
73	158010
73	191869
74	63575
74	94003
74	98581
74	189189
74	191869
63734	60375
63734	94003
63734	147037
63734	191869
75	58568
75	94003
75	155681
75	191869
63735	47938
63735	94003
63735	104267
63735	167677
63735	191869
76	56257
76	94003
76	105749
76	120194
76	191869
63736	45634
63736	94003
63736	109867
63736	166843
63736	191869
77	39472
77	102930
77	184400
77	191731
63737	65942
63737	76905
63737	94003
63737	149368
63737	191869
63738	72374
63738	74215
63738	94003
63738	157563
63738	191869
78	60375
78	94003
78	143954
78	191869
63739	56557
63739	94003
63739	127703
63739	191869
63740	45341
63740	94003
63740	122179
63740	191869
79	47938
79	94003
79	104267
79	167677
79	191869
63741	49898
63741	94003
63741	97138
63741	181549
63741	191869
63742	51935
63742	94003
63742	99482
63742	113440
63742	191869
63743	28102
63743	74665
63743	94003
63743	130680
63743	191869
63744	26943
63744	94003
63744	94214
63744	181377
63744	191869
63745	24706
63745	92723
63745	94003
63745	154801
63745	191869
63746	66383
63746	94003
63746	96610
63746	119855
63746	191869
63747	63509
63747	94003
63747	151737
63747	191869
63748	43244
63748	94003
63748	99845
63748	183062
63748	191869
63749	23999
63749	94003
63749	96475
63749	120438
63749	191869
63750	38416
63750	90930
63750	94003
63750	122746
63750	191869
80	72374
80	74215
80	94003
80	157563
80	191869
81	45634
81	94003
81	109867
81	166843
81	191869
82	65942
82	76905
82	94003
82	149368
82	191869
63751	24733
63751	94003
63751	157131
63751	191869
83	21780
83	94003
83	146697
83	191869
84	59463
84	94003
84	114560
84	191869
63752	3732
63752	94003
63752	107166
63752	162831
63752	191869
63753	33607
63753	94003
63753	139553
63753	191869
63754	61547
63754	91615
63754	94003
63754	112014
63754	191869
85	56557
85	94003
85	117375
85	191869
86	45341
86	94003
86	167651
86	191869
87	49898
63755	59337
63755	94003
63755	160396
63755	191869
63756	55460
63756	94003
63756	107772
63756	186410
63756	191869
63757	24669
63757	73354
63757	94003
63757	154081
63757	191869
87	94003
87	97138
87	181549
87	191869
88	51935
88	94003
88	99482
88	113440
88	191869
89	28102
89	74665
89	94003
89	130680
89	191869
90	26943
90	94003
90	94214
90	181377
90	191869
91	24706
91	92723
91	94003
91	154801
91	191869
63758	28366
63758	85381
63758	94003
63758	135171
63758	191869
63759	62405
63759	89524
63759	94003
63759	162884
63759	191869
63760	21860
63760	94003
63760	151211
63760	191869
92	66383
92	94003
92	96610
92	119855
92	191869
93	63509
93	94003
93	131546
93	191869
94	43244
94	94003
94	99845
94	183062
94	191869
95	23999
95	94003
95	96475
95	120438
95	191869
96	38416
96	90930
96	94003
96	122746
96	191869
63761	26963
63761	83431
63761	94003
63761	154983
63761	191869
97	24733
97	94003
97	162983
97	191869
98	69260
98	85700
98	94003
98	154390
98	191869
99	3732
99	94003
99	107166
99	162831
99	191869
100	19544
100	94003
100	168549
100	191869
63762	21827
63762	91926
63762	94003
63762	145658
63762	191869
63763	35867
63763	94003
63763	125096
63763	191869
63764	19608
63764	94003
63764	105893
63764	184343
63764	191869
63765	31430
63765	75919
63765	94003
63765	120035
63765	191869
63766	6430
63766	94003
63766	123461
63766	191869
63767	17071
63767	94003
63767	139195
63767	191869
63768	31079
63768	94003
63768	100177
63768	183951
63768	191869
63769	13242
63769	94003
63769	147666
63769	191869
63770	40177
63770	94003
63770	126811
63770	191869
63771	2131
63771	94003
63771	153950
63771	191869
63772	1195
63772	94003
63772	98485
63772	159980
63772	191869
63773	37480
63773	94003
63773	110954
63773	191869
63774	69553
63774	76587
63774	94003
63774	158323
63774	191869
63775	61051
63775	94003
63775	137773
63775	191869
63776	64579
63776	94003
63776	175309
63776	191869
